date,phc_id,state,medicine_name,weather_condition,temperature_c,local_festival,patient_footfall,daily_consumption_rate,stock_on_hand,predicted_days_to_stockout,critical_deficit_flag,nearest_hub_surplus,hub_distance_km
2023-07-05,PHC_006,Gujarat,Oxytocin 10 IU (Maternal),Clear,22.3,Diwali,190,65,274,4.2,1,588,13.9
2023-07-05,PHC_006,Gujarat,Oxytocin 10 IU (Maternal),Clear,36.8,None,37,10,113,11.3,0,610,37.5
2023-07-05,PHC_006,Gujarat,Amoxicillin 500mg (Antibiotic),High Humidity,35.9,Holi,153,46,112,2.4,1,514,43.8
2023-07-05,PHC_009,Gujarat,Snake Venom Antiserum,High Humidity,26.4,Diwali,106,35,448,12.8,0,722,67.7
2023-07-05,PHC_010,Tamil Nadu,ORS Packets,High Humidity,34.2,Local Fair,112,12,278,23.2,0,137,35.6
2023-07-05,PHC_011,Uttar Pradesh,Amoxicillin 500mg (Antibiotic),Heatwave,36.8,Holi,71,27,252,9.3,0,84,49.0
2023-07-05,PHC_012,Bihar,ORS Packets,Monsoon/Heavy Rain,32.6,None,147,54,100,1.9,1,720,24.7
2023-07-05,PHC_012,Bihar,Paracetamol 500mg (Antipyretic),Clear,35.0,Kumbh Mela,57,12,1,0.1,1,603,14.2
2023-07-05,PHC_013,Bihar,Amoxicillin 500mg (Antibiotic),High Humidity,44.3,Holi,105,24,393,16.4,0,470,21.6
2023-07-05,PHC_014,Bihar,Oxytocin 10 IU (Maternal),Monsoon/Heavy Rain,31.9,Holi,168,54,292,5.4,0,420,33.3
2023-07-05,PHC_015,Uttar Pradesh,Rabies Immunoglobulin (ARV),Monsoon/Heavy Rain,27.8,Holi,181,39,270,6.9,0,263,33.4
2023-07-05,PHC_015,Uttar Pradesh,Paracetamol 500mg (Antipyretic),High Humidity,40.0,Holi,144,30,384,12.8,0,612,17.7
2023-07-05,PHC_018,Rajasthan,Ceftriaxone 1g (Antibiotic),Monsoon/Heavy Rain,27.4,Holi,189,22,171,7.8,0,380,74.0
2023-07-05,PHC_020,Tamil Nadu,Ceftriaxone 1g (Antibiotic),Heatwave,37.8,None,44,15,281,18.7,0,34,30.8
2023-07-05,PHC_021,Bihar,Paracetamol 500mg (Antipyretic),Monsoon/Heavy Rain,39.5,Holi,175,54,394,7.3,0,748,47.5
2023-07-05,PHC_021,Bihar,Snake Venom Antiserum,Monsoon/Heavy Rain,37.1,Local Fair,132,34,152,4.5,1,934,41.1
2023-07-05,PHC_026,Karnataka,ORS Packets,Clear,44.5,Local Fair,194,55,138,2.5,1,590,73.8
2023-07-05,PHC_026,Karnataka,Ceftriaxone 1g (Antibiotic),High Humidity,25.8,None,97,29,108,3.7,1,495,44.1
2023-07-05,PHC_026,Karnataka,Snake Venom Antiserum,Clear,33.4,None,88,27,218,8.1,0,41,52.9
2023-07-05,PHC_026,Karnataka,Amoxicillin 500mg (Antibiotic),Clear,36.6,Diwali,73,13,220,16.9,0,201,20.3
2023-07-05,PHC_027,Karnataka,Oxytocin 10 IU (Maternal),Monsoon/Heavy Rain,42.1,Holi,103,28,143,5.1,0,748,77.1
2023-07-05,PHC_029,Karnataka,Paracetamol 500mg (Antipyretic),High Humidity,40.1,Diwali,121,30,206,6.9,0,213,68.0
2023-07-05,PHC_032,Rajasthan,Amoxicillin 500mg (Antibiotic),High Humidity,41.1,Kumbh Mela,136,19,462,24.3,0,893,26.2
2023-07-05,PHC_033,Karnataka,ORS Packets,Monsoon/Heavy Rain,22.1,Holi,150,15,306,20.4,0,540,40.4
2023-07-05,PHC_033,Karnataka,Ceftriaxone 1g (Antibiotic),Heatwave,35.9,Diwali,116,20,257,12.8,0,578,36.3
2023-07-05,PHC_033,Karnataka,Oxytocin 10 IU (Maternal),Monsoon/Heavy Rain,35.0,Holi,176,60,23,0.4,1,678,15.1
2023-07-05,PHC_034,Uttar Pradesh,Snake Venom Antiserum,Monsoon/Heavy Rain,32.3,Kumbh Mela,178,49,491,10.0,0,429,30.7
2023-07-05,PHC_035,Gujarat,Rabies Immunoglobulin (ARV),Monsoon/Heavy Rain,30.0,Local Fair,141,15,17,1.1,1,360,42.4
2023-07-05,PHC_036,Tamil Nadu,Oxytocin 10 IU (Maternal),High Humidity,26.5,Local Fair,141,47,185,3.9,1,191,35.4
2023-07-05,PHC_037,Rajasthan,Ceftriaxone 1g (Antibiotic),High Humidity,23.0,Diwali,102,13,384,29.5,0,314,67.6
2023-07-05,PHC_040,Bihar,Ceftriaxone 1g (Antibiotic),Clear,36.2,Kumbh Mela,108,24,240,10.0,0,844,55.0
2023-07-05,PHC_041,Maharashtra,Ceftriaxone 1g (Antibiotic),High Humidity,43.6,Holi,123,19,393,20.7,0,83,23.5
2023-07-05,PHC_041,Maharashtra,ORS Packets,High Humidity,36.1,None,120,46,451,9.8,0,527,71.1
2023-07-05,PHC_041,Maharashtra,Ceftriaxone 1g (Antibiotic),Monsoon/Heavy Rain,39.6,Local Fair,180,25,160,6.4,0,715,35.8
2023-07-05,PHC_042,Rajasthan,Paracetamol 500mg (Antipyretic),Clear,29.0,Holi,79,25,437,17.5,0,481,59.4
2023-07-05,PHC_044,Uttar Pradesh,Rabies Immunoglobulin (ARV),Monsoon/Heavy Rain,40.0,None,162,18,370,20.6,0,27,42.4
2023-07-05,PHC_046,Assam,Ceftriaxone 1g (Antibiotic),High Humidity,39.0,Holi,99,18,173,9.6,0,834,79.6
2023-07-05,PHC_048,Maharashtra,Snake Venom Antiserum,Heatwave,35.0,Diwali,118,13,96,7.4,0,397,40.4
2023-07-06,PHC_001,Tamil Nadu,Rabies Immunoglobulin (ARV),Heatwave,22.5,Diwali,119,31,270,8.7,0,514,12.7
2023-07-06,PHC_001,Tamil Nadu,Paracetamol 500mg (Antipyretic),Clear,34.5,Diwali,149,36,361,10.0,0,738,69.0
2023-07-06,PHC_001,Tamil Nadu,Rabies Immunoglobulin (ARV),Monsoon/Heavy Rain,28.7,Holi,121,12,154,12.8,0,880,43.2
2023-07-06,PHC_001,Tamil Nadu,Ceftriaxone 1g (Antibiotic),Clear,30.4,Diwali,88,13,439,33.8,0,361,38.4
2023-07-06,PHC_004,Karnataka,Amoxicillin 500mg (Antibiotic),Heatwave,30.3,Kumbh Mela,166,61,445,7.3,0,677,70.4
2023-07-06,PHC_005,Tamil Nadu,Rabies Immunoglobulin (ARV),Monsoon/Heavy Rain,42.8,None,114,17,6,0.4,1,837,51.2
2023-07-06,PHC_009,Gujarat,Paracetamol 500mg (Antipyretic),Monsoon/Heavy Rain,40.6,Diwali,211,52,428,8.2,0,661,35.3
2023-07-06,PHC_010,Tamil Nadu,ORS Packets,High Humidity,37.9,Local Fair,84,11,124,11.3,0,324,70.6
2023-07-06,PHC_011,Uttar Pradesh,Rabies Immunoglobulin (ARV),Monsoon/Heavy Rain,33.9,Holi,135,15,40,2.7,1,826,44.0
2023-07-06,PHC_012,Bihar,Amoxicillin 500mg (Antibiotic),Monsoon/Heavy Rain,22.4,Kumbh Mela,101,38,191,5.0,0,139,14.7
2023-07-06,PHC_013,Bihar,Ceftriaxone 1g (Antibiotic),Clear,38.6,None,140,31,146,4.7,1,719,61.1
2023-07-06,PHC_015,Uttar Pradesh,Rabies Immunoglobulin (ARV),Clear,30.5,None,143,24,294,12.2,0,446,43.7
2023-07-06,PHC_016,Bihar,Rabies Immunoglobulin (ARV),Clear,22.5,Kumbh Mela,81,25,445,17.8,0,679,37.6
2023-07-06,PHC_016,Bihar,Rabies Immunoglobulin (ARV),High Humidity,42.7,Diwali,118,19,18,0.9,1,387,49.5
2023-07-06,PHC_018,Rajasthan,ORS Packets,Monsoon/Heavy Rain,44.0,Local Fair,187,22,158,7.2,0,795,52.5
2023-07-06,PHC_019,Maharashtra,ORS Packets,High Humidity,32.6,None,95,33,341,10.3,0,405,29.9
2023-07-06,PHC_019,Maharashtra,Amoxicillin 500mg (Antibiotic),Clear,44.6,None,100,14,334,23.9,0,817,37.8
2023-07-06,PHC_019,Maharashtra,Amoxicillin 500mg (Antibiotic),Clear,26.1,None,115,32,192,6.0,0,393,31.2
2023-07-06,PHC_021,Bihar,Ceftriaxone 1g (Antibiotic),Heatwave,32.8,Kumbh Mela,76,14,243,17.4,0,29,52.6
2023-07-06,PHC_024,Maharashtra,ORS Packets,Heatwave,44.0,Kumbh Mela,95,15,318,21.2,0,475,57.7
2023-07-06,PHC_025,Gujarat,Ceftriaxone 1g (Antibiotic),Heatwave,24.8,Holi,134,27,341,12.6,0,232,30.7
2023-07-06,PHC_025,Gujarat,Oxytocin 10 IU (Maternal),Monsoon/Heavy Rain,33.2,None,171,43,344,8.0,0,743,61.1
2023-07-06,PHC_027,Karnataka,Snake Venom Antiserum,Monsoon/Heavy Rain,35.2,Local Fair,113,41,81,2.0,1,302,19.6
2023-07-06,PHC_031,Bihar,Paracetamol 500mg (Antipyretic),High Humidity,29.7,None,101,16,491,30.7,0,832,77.0
2023-07-06,PHC_031,Bihar,ORS Packets,Heatwave,34.6,Holi,42,8,115,14.4,0,445,62.7
2023-07-06,PHC_032,Rajasthan,ORS Packets,High Humidity,37.4,Holi,78,10,289,28.9,0,527,40.6
2023-07-06,PHC_034,Uttar Pradesh,ORS Packets,High Humidity,33.7,Diwali,188,25,458,18.3,0,936,54.1
2023-07-06,PHC_034,Uttar Pradesh,Snake Venom Antiserum,Clear,22.7,None,76,7,138,19.7,0,205,78.5
2023-07-06,PHC_036,Tamil Nadu,Paracetamol 500mg (Antipyretic),Heatwave,30.1,None,49,12,19,1.6,1,31,78.3
2023-07-06,PHC_036,Tamil Nadu,Rabies Immunoglobulin (ARV),High Humidity,44.5,Diwali,103,35,424,12.1,0,343,58.8
2023-07-06,PHC_039,Assam,Rabies Immunoglobulin (ARV),High Humidity,36.4,Holi,164,29,337,11.6,0,131,68.4
2023-07-06,PHC_043,Uttar Pradesh,Amoxicillin 500mg (Antibiotic),High Humidity,36.4,Diwali,52,15,266,17.7,0,912,16.7
2023-07-06,PHC_048,Maharashtra,Ceftriaxone 1g (Antibiotic),Monsoon/Heavy Rain,42.9,None,206,64,284,4.4,1,649,40.4
2023-07-06,PHC_048,Maharashtra,Snake Venom Antiserum,Monsoon/Heavy Rain,30.5,Local Fair,137,30,166,5.5,0,127,14.3
2023-07-06,PHC_049,Rajasthan,Snake Venom Antiserum,Heatwave,41.3,None,113,34,353,10.4,0,698,71.6
2023-07-07,PHC_002,Karnataka,Snake Venom Antiserum,Monsoon/Heavy Rain,45.0,Diwali,256,78,149,1.9,1,987,14.2
2023-07-07,PHC_002,Karnataka,ORS Packets,Clear,43.4,Local Fair,173,22,283,12.9,0,437,19.8
2023-07-07,PHC_003,Uttar Pradesh,Snake Venom Antiserum,Heatwave,22.7,Diwali,132,25,276,11.0,0,937,62.4
2023-07-07,PHC_004,Karnataka,Ceftriaxone 1g (Antibiotic),Heatwave,39.2,None,72,9,299,33.2,0,519,36.9
2023-07-07,PHC_012,Bihar,Snake Venom Antiserum,Monsoon/Heavy Rain,36.7,Local Fair,177,67,247,3.7,1,556,49.0
2023-07-07,PHC_012,Bihar,Snake Venom Antiserum,Heatwave,22.3,Local Fair,112,24,402,16.8,0,33,56.6
2023-07-07,PHC_015,Uttar Pradesh,Paracetamol 500mg (Antipyretic),Clear,42.1,Holi,101,29,154,5.3,0,354,30.7
2023-07-07,PHC_016,Bihar,ORS Packets,Heatwave,28.2,Diwali,146,41,96,2.3,1,96,76.1
2023-07-07,PHC_016,Bihar,Oxytocin 10 IU (Maternal),High Humidity,23.0,Local Fair,139,13,199,15.3,0,227,51.1
2023-07-07,PHC_016,Bihar,Paracetamol 500mg (Antipyretic),Heatwave,34.2,Local Fair,188,56,382,6.8,0,69,38.4
2023-07-07,PHC_016,Bihar,ORS Packets,High Humidity,32.9,Local Fair,62,19,356,18.7,0,301,46.7
2023-07-07,PHC_019,Maharashtra,Ceftriaxone 1g (Antibiotic),High Humidity,38.8,None,150,47,141,3.0,1,163,10.5
2023-07-07,PHC_019,Maharashtra,Paracetamol 500mg (Antipyretic),Monsoon/Heavy Rain,33.3,Diwali,204,21,113,5.4,0,893,66.2
2023-07-07,PHC_020,Tamil Nadu,Oxytocin 10 IU (Maternal),High Humidity,41.2,Holi,52,5,10,2.0,1,797,36.8
2023-07-07,PHC_020,Tamil Nadu,Rabies Immunoglobulin (ARV),Heatwave,39.3,Local Fair,91,28,277,9.9,0,431,74.8
2023-07-07,PHC_021,Bihar,Paracetamol 500mg (Antipyretic),Monsoon/Heavy Rain,37.3,None,118,40,87,2.2,1,661,76.2
2023-07-07,PHC_023,Rajasthan,Paracetamol 500mg (Antipyretic),Monsoon/Heavy Rain,34.5,Local Fair,122,34,413,12.1,0,859,27.4
2023-07-07,PHC_026,Karnataka,Rabies Immunoglobulin (ARV),High Humidity,34.3,Holi,77,20,105,5.2,0,348,69.8
2023-07-07,PHC_027,Karnataka,Ceftriaxone 1g (Antibiotic),Monsoon/Heavy Rain,31.0,Kumbh Mela,174,21,191,9.1,0,123,63.5
2023-07-07,PHC_029,Karnataka,ORS Packets,High Humidity,35.4,Holi,99,33,179,5.4,0,371,27.7
2023-07-07,PHC_030,Uttar Pradesh,Amoxicillin 500mg (Antibiotic),High Humidity,35.9,Holi,153,29,494,17.0,0,864,36.8
2023-07-07,PHC_031,Bihar,Amoxicillin 500mg (Antibiotic),High Humidity,25.5,Diwali,91,26,284,10.9,0,654,33.5
2023-07-07,PHC_032,Rajasthan,Amoxicillin 500mg (Antibiotic),High Humidity,35.7,Kumbh Mela,78,11,284,25.8,0,173,47.9
2023-07-07,PHC_033,Karnataka,ORS Packets,Clear,32.3,Diwali,164,33,297,9.0,0,836,52.9
2023-07-07,PHC_035,Gujarat,Paracetamol 500mg (Antipyretic),Clear,26.4,Holi,165,54,129,2.4,1,998,13.9
2023-07-07,PHC_038,Rajasthan,Snake Venom Antiserum,High Humidity,43.6,Kumbh Mela,134,33,434,13.2,0,510,62.3
2023-07-07,PHC_040,Bihar,Oxytocin 10 IU (Maternal),Monsoon/Heavy Rain,29.2,Holi,195,23,117,5.1,0,527,64.8
2023-07-07,PHC_040,Bihar,Ceftriaxone 1g (Antibiotic),Clear,34.3,Local Fair,135,40,199,5.0,1,391,55.6
2023-07-07,PHC_045,Maharashtra,Rabies Immunoglobulin (ARV),Monsoon/Heavy Rain,42.4,Holi,170,38,289,7.6,0,293,77.4
2023-07-07,PHC_046,Assam,Paracetamol 500mg (Antipyretic),Clear,40.0,Diwali,116,22,189,8.6,0,33,25.4
2023-07-07,PHC_049,Rajasthan,ORS Packets,Monsoon/Heavy Rain,43.7,None,84,14,322,23.0,0,973,60.0
2023-07-07,PHC_049,Rajasthan,Amoxicillin 500mg (Antibiotic),Monsoon/Heavy Rain,38.7,Local Fair,125,34,473,13.9,0,382,48.4
2023-07-08,PHC_003,Uttar Pradesh,Amoxicillin 500mg (Antibiotic),Heatwave,27.6,Kumbh Mela,52,11,189,17.2,0,195,32.0
2023-07-08,PHC_004,Karnataka,Paracetamol 500mg (Antipyretic),Heatwave,40.2,None,93,33,443,13.4,0,644,30.2
2023-07-08,PHC_005,Tamil Nadu,Oxytocin 10 IU (Maternal),High Humidity,25.9,Diwali,152,25,162,6.5,0,358,61.8
2023-07-08,PHC_006,Gujarat,Paracetamol 500mg (Antipyretic),High Humidity,37.8,Diwali,108,26,468,18.0,0,209,39.7
2023-07-08,PHC_006,Gujarat,Ceftriaxone 1g (Antibiotic),Clear,37.0,None,118,35,469,13.4,0,359,54.9
2023-07-08,PHC_007,Karnataka,Amoxicillin 500mg (Antibiotic),Heatwave,30.3,Holi,89,18,4,0.2,1,693,39.3
2023-07-08,PHC_007,Karnataka,Paracetamol 500mg (Antipyretic),Clear,28.9,Kumbh Mela,187,36,266,7.4,0,517,53.7
2023-07-08,PHC_008,Gujarat,Rabies Immunoglobulin (ARV),Clear,41.5,Local Fair,173,69,232,3.4,1,799,48.8
2023-07-08,PHC_010,Tamil Nadu,Snake Venom Antiserum,Heatwave,31.6,Kumbh Mela,59,21,176,8.4,0,961,77.7
2023-07-08,PHC_012,Bihar,Snake Venom Antiserum,High Humidity,23.2,Local Fair,145,41,121,3.0,1,342,33.0
2023-07-08,PHC_012,Bihar,Ceftriaxone 1g (Antibiotic),Monsoon/Heavy Rain,34.7,Kumbh Mela,117,13,18,1.4,1,623,34.5
2023-07-08,PHC_013,Bihar,Paracetamol 500mg (Antipyretic),High Humidity,43.8,Diwali,145,39,375,9.6,0,18,58.8
2023-07-08,PHC_014,Bihar,ORS Packets,High Humidity,33.6,Kumbh Mela,96,12,252,21.0,0,24,17.8
2023-07-08,PHC_015,Uttar Pradesh,Snake Venom Antiserum,Monsoon/Heavy Rain,37.1,None,182,44,156,3.5,1,475,60.3
2023-07-08,PHC_016,Bihar,Amoxicillin 500mg (Antibiotic),Monsoon/Heavy Rain,40.6,Holi,162,24,411,17.1,0,343,70.4
2023-07-08,PHC_019,Maharashtra,Ceftriaxone 1g (Antibiotic),Clear,28.9,Diwali,130,32,429,13.4,0,769,54.8
2023-07-08,PHC_019,Maharashtra,Snake Venom Antiserum,Heatwave,35.6,Local Fair,106,26,364,14.0,0,443,47.8
2023-07-08,PHC_021,Bihar,Amoxicillin 500mg (Antibiotic),Clear,37.3,Kumbh Mela,182,24,390,16.2,0,283,71.8
2023-07-08,PHC_021,Bihar,Oxytocin 10 IU (Maternal),Heatwave,22.6,Holi,86,15,439,29.3,0,590,25.6
2023-07-08,PHC_023,Rajasthan,Oxytocin 10 IU (Maternal),Heatwave,30.9,Local Fair,155,40,33,0.8,1,866,20.7
2023-07-08,PHC_024,Maharashtra,Ceftriaxone 1g (Antibiotic),Monsoon/Heavy Rain,28.5,Diwali,130,32,154,4.8,1,36,44.3
2023-07-08,PHC_026,Karnataka,Ceftriaxone 1g (Antibiotic),Clear,30.9,None,117,38,382,10.1,0,547,68.8
2023-07-08,PHC_027,Karnataka,Snake Venom Antiserum,Monsoon/Heavy Rain,39.4,Local Fair,156,29,193,6.7,0,182,64.0
2023-07-08,PHC_029,Karnataka,Ceftriaxone 1g (Antibiotic),Clear,29.7,Diwali,178,54,446,8.3,0,949,45.8
2023-07-08,PHC_031,Bihar,Snake Venom Antiserum,Monsoon/Heavy Rain,44.2,Diwali,225,53,387,7.3,0,72,37.9
2023-07-08,PHC_031,Bihar,ORS Packets,Clear,40.0,Kumbh Mela,95,34,102,3.0,1,972,15.2
2023-07-08,PHC_033,Karnataka,Ceftriaxone 1g (Antibiotic),Monsoon/Heavy Rain,41.7,Local Fair,237,76,201,2.6,1,592,76.4
2023-07-08,PHC_034,Uttar Pradesh,Snake Venom Antiserum,Heatwave,22.5,Holi,56,19,334,17.6,0,170,19.5
2023-07-08,PHC_035,Gujarat,Amoxicillin 500mg (Antibiotic),Clear,33.5,None,40,15,145,9.7,0,842,47.4
2023-07-08,PHC_036,Tamil Nadu,Paracetamol 500mg (Antipyretic),Heatwave,33.8,None,44,8,219,27.4,0,720,69.4
2023-07-08,PHC_037,Rajasthan,Amoxicillin 500mg (Antibiotic),Clear,25.0,Kumbh Mela,62,13,59,4.5,1,592,32.7
2023-07-08,PHC_037,Rajasthan,Amoxicillin 500mg (Antibiotic),Heatwave,41.7,Diwali,106,21,182,8.7,0,211,22.2
2023-07-08,PHC_039,Assam,Snake Venom Antiserum,Clear,28.9,Diwali,161,40,261,6.5,0,123,11.3
2023-07-08,PHC_039,Assam,Paracetamol 500mg (Antipyretic),Heatwave,37.0,Local Fair,127,34,218,6.4,0,480,21.9
2023-07-08,PHC_039,Assam,Rabies Immunoglobulin (ARV),Clear,30.4,Holi,67,22,225,10.2,0,242,64.9
2023-07-08,PHC_040,Bihar,Oxytocin 10 IU (Maternal),Heatwave,22.7,Holi,96,35,218,6.2,0,816,27.6
2023-07-08,PHC_041,Maharashtra,Oxytocin 10 IU (Maternal),Monsoon/Heavy Rain,28.8,Holi,113,35,196,5.6,0,408,44.4
2023-07-08,PHC_044,Uttar Pradesh,ORS Packets,Monsoon/Heavy Rain,23.2,None,116,44,485,11.0,0,354,59.7
2023-07-08,PHC_045,Maharashtra,Oxytocin 10 IU (Maternal),Heatwave,34.4,Local Fair,159,36,89,2.5,1,273,54.6
2023-07-08,PHC_046,Assam,Ceftriaxone 1g (Antibiotic),Heatwave,28.9,Holi,94,36,119,3.3,1,317,52.0
2023-07-08,PHC_047,Bihar,Ceftriaxone 1g (Antibiotic),Monsoon/Heavy Rain,40.1,Local Fair,109,16,173,10.8,0,226,33.2
2023-07-08,PHC_050,Maharashtra,Snake Venom Antiserum,Heatwave,32.7,Holi,86,25,236,9.4,0,157,18.1
2023-07-09,PHC_002,Karnataka,Oxytocin 10 IU (Maternal),Heatwave,42.4,Diwali,182,20,37,1.9,1,9,22.5
2023-07-09,PHC_002,Karnataka,Rabies Immunoglobulin (ARV),Clear,44.4,Holi,95,12,411,34.2,0,4,58.2
2023-07-09,PHC_004,Karnataka,Oxytocin 10 IU (Maternal),Monsoon/Heavy Rain,28.0,Local Fair,126,33,477,14.5,0,534,75.9
2023-07-09,PHC_004,Karnataka,Snake Venom Antiserum,Clear,37.1,Local Fair,87,26,184,7.1,0,754,62.9
2023-07-09,PHC_004,Karnataka,ORS Packets,Clear,34.1,None,56,7,238,34.0,0,35,51.6
2023-07-09,PHC_008,Gujarat,Ceftriaxone 1g (Antibiotic),Clear,34.4,Diwali,136,40,332,8.3,0,93,40.9
2023-07-09,PHC_008,Gujarat,Rabies Immunoglobulin (ARV),Monsoon/Heavy Rain,22.9,None,105,36,10,0.3,1,29,50.8
2023-07-09,PHC_009,Gujarat,Snake Venom Antiserum,Heatwave,27.4,Holi,107,20,101,5.0,0,332,39.8
2023-07-09,PHC_009,Gujarat,ORS Packets,Clear,40.1,Local Fair,78,22,194,8.8,0,490,45.0
2023-07-09,PHC_009,Gujarat,ORS Packets,High Humidity,23.3,Diwali,130,28,69,2.5,1,327,43.5
2023-07-09,PHC_011,Uttar Pradesh,Snake Venom Antiserum,High Humidity,44.8,Kumbh Mela,99,18,251,13.9,0,188,63.5
2023-07-09,PHC_011,Uttar Pradesh,Paracetamol 500mg (Antipyretic),Heatwave,26.3,None,63,23,43,1.9,1,57,72.9
2023-07-09,PHC_011,Uttar Pradesh,ORS Packets,Heatwave,35.5,None,60,20,44,2.2,1,851,78.6
2023-07-09,PHC_012,Bihar,Paracetamol 500mg (Antipyretic),Heatwave,23.3,Kumbh Mela,124,22,243,11.0,0,810,13.6
2023-07-09,PHC_013,Bihar,Oxytocin 10 IU (Maternal),High Humidity,31.7,Diwali,162,61,295,4.8,1,67,28.6
2023-07-09,PHC_015,Uttar Pradesh,ORS Packets,Heatwave,34.0,Kumbh Mela,149,52,431,8.3,0,28,43.1
2023-07-09,PHC_015,Uttar Pradesh,Oxytocin 10 IU (Maternal),High Humidity,36.9,Local Fair,165,18,261,14.5,0,656,35.1
2023-07-09,PHC_017,Maharashtra,Amoxicillin 500mg (Antibiotic),High Humidity,32.7,None,86,12,256,21.3,0,164,63.2
2023-07-09,PHC_018,Rajasthan,Ceftriaxone 1g (Antibiotic),Monsoon/Heavy Rain,31.6,Kumbh Mela,225,58,186,3.2,1,597,59.4
2023-07-09,PHC_019,Maharashtra,ORS Packets,Clear,43.8,None,80,8,373,46.6,0,895,76.7
2023-07-09,PHC_023,Rajasthan,ORS Packets,Clear,34.5,Local Fair,80,9,157,17.4,0,644,32.5
2023-07-09,PHC_023,Rajasthan,Rabies Immunoglobulin (ARV),Monsoon/Heavy Rain,39.3,None,89,32,246,7.7,0,964,41.7
2023-07-09,PHC_024,Maharashtra,ORS Packets,Heatwave,41.1,Local Fair,153,16,149,9.3,0,120,67.7
2023-07-09,PHC_024,Maharashtra,Paracetamol 500mg (Antipyretic),Monsoon/Heavy Rain,42.0,Local Fair,102,15,397,26.5,0,519,20.8
2023-07-09,PHC_024,Maharashtra,Amoxicillin 500mg (Antibiotic),High Humidity,34.9,Kumbh Mela,159,55,405,7.4,0,144,38.5
2023-07-09,PHC_025,Gujarat,Paracetamol 500mg (Antipyretic),Monsoon/Heavy Rain,39.0,Holi,207,80,439,5.5,0,378,45.4
2023-07-09,PHC_025,Gujarat,Snake Venom Antiserum,Heatwave,36.4,Holi,78,24,318,13.2,0,150,36.5
2023-07-09,PHC_031,Bihar,Amoxicillin 500mg (Antibiotic),Heatwave,33.5,Diwali,98,31,185,6.0,0,711,22.2
2023-07-09,PHC_031,Bihar,Amoxicillin 500mg (Antibiotic),Clear,32.2,None,144,39,395,10.1,0,901,17.3
2023-07-09,PHC_031,Bihar,Amoxicillin 500mg (Antibiotic),Monsoon/Heavy Rain,23.6,None,74,21,41,2.0,1,139,12.9
2023-07-09,PHC_031,Bihar,Ceftriaxone 1g (Antibiotic),Monsoon/Heavy Rain,39.0,Diwali,207,51,464,9.1,0,221,50.5
2023-07-09,PHC_032,Rajasthan,Amoxicillin 500mg (Antibiotic),Heatwave,38.7,Diwali,164,46,55,1.2,1,484,24.3
2023-07-09,PHC_035,Gujarat,Rabies Immunoglobulin (ARV),Heatwave,38.9,Holi,169,26,153,5.9,0,227,70.2
2023-07-09,PHC_035,Gujarat,Snake Venom Antiserum,High Humidity,27.9,Kumbh Mela,135,18,276,15.3,0,269,11.6
2023-07-09,PHC_036,Tamil Nadu,Ceftriaxone 1g (Antibiotic),Heatwave,39.8,Local Fair,122,41,455,11.1,0,820,68.5
2023-07-09,PHC_037,Rajasthan,Snake Venom Antiserum,Clear,41.3,None,150,34,383,11.3,0,858,20.6
2023-07-09,PHC_040,Bihar,ORS Packets,High Humidity,41.3,Kumbh Mela,109,35,127,3.6,1,999,59.1
2023-07-09,PHC_040,Bihar,Ceftriaxone 1g (Antibiotic),Monsoon/Heavy Rain,32.0,Diwali,230,49,394,8.0,0,966,36.3
2023-07-09,PHC_043,Uttar Pradesh,Paracetamol 500mg (Antipyretic),Heatwave,26.8,None,30,3,319,106.3,0,502,26.2
2023-07-09,PHC_048,Maharashtra,ORS Packets,Monsoon/Heavy Rain,35.8,Holi,173,31,325,10.5,0,505,34.8
2023-07-09,PHC_048,Maharashtra,Amoxicillin 500mg (Antibiotic),Clear,44.6,Kumbh Mela,101,10,153,15.3,0,481,56.1
2023-07-09,PHC_050,Maharashtra,Paracetamol 500mg (Antipyretic),High Humidity,26.8,None,138,26,106,4.1,1,809,43.4
2023-07-10,PHC_001,Tamil Nadu,Rabies Immunoglobulin (ARV),Monsoon/Heavy Rain,32.4,Local Fair,126,31,30,1.0,1,892,10.7
2023-07-10,PHC_001,Tamil Nadu,Oxytocin 10 IU (Maternal),Monsoon/Heavy Rain,24.0,Kumbh Mela,174,24,413,17.2,0,647,23.8
2023-07-10,PHC_006,Gujarat,Oxytocin 10 IU (Maternal),Heatwave,25.6,Holi,63,7,459,65.6,0,266,38.2
2023-07-10,PHC_009,Gujarat,Ceftriaxone 1g (Antibiotic),High Humidity,30.5,Kumbh Mela,168,23,219,9.5,0,146,13.6
2023-07-10,PHC_010,Tamil Nadu,Ceftriaxone 1g (Antibiotic),Clear,26.8,Local Fair,127,32,164,5.1,0,466,41.3
2023-07-10,PHC_011,Uttar Pradesh,Rabies Immunoglobulin (ARV),High Humidity,23.2,Diwali,163,25,43,1.7,1,18,34.3
2023-07-10,PHC_013,Bihar,Rabies Immunoglobulin (ARV),Heatwave,33.6,Local Fair,58,12,495,41.2,0,388,46.2
2023-07-10,PHC_013,Bihar,Oxytocin 10 IU (Maternal),Clear,43.0,Holi,155,27,409,15.1,0,349,41.2
2023-07-10,PHC_013,Bihar,Rabies Immunoglobulin (ARV),Heatwave,30.7,Local Fair,79,20,72,3.6,1,5,40.6
